task_id,sonnet_C,sonnet_D,sonnet_R,gpt_C,gpt_D,gpt_R,gemini_C,gemini_D,gemini_R,consensus_C,consensus_D,consensus_R,dispute_axes
10213-1,C1,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
10213-2,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
10214-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10214-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10214-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10215-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10215-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10215-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10216-1,C1,D0,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10216-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10217-1,C1,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
10217-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10218,C2,D2,R0,C2,D1,R0,C2,D2,R1,C2,D2,R0,
10219,C0,D0,R0,C0,D1,R0,C0,D0,R0,C0,D0,R0,
1022,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10220,C1,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
10221,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10222-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10222-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10223,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10224,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10225,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1023,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
1025,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
1026-1,C2,D0,R0,C2,D0,R0,C3,D0,R0,C2,D0,R0,
1026-2,C2,D0,R0,C3,D0,R2,C2,D0,R0,C2,D0,R0,
10266,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10267,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10268-1,C1,D2,R0,C1,D2,R0,C0,D2,R0,C1,D2,R0,
10268-2,C1,D2,R0,C1,D2,R0,C0,D2,R0,C1,D2,R0,
10269,C2,D0,R0,C2,D1,R0,C1,D1,R0,C2,D1,R0,
1027-1,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
1027-2,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
1027-3,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10270,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10271,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10272,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
10273,C2,D2,R0,C2,D2,R0,C1,D2,R0,C2,D2,R0,
10274-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10274-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10275-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10275-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10276-1,C1,D3,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
10276-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10277,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
10278,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10279,C1,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
1028,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10280,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
10281-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10281-2,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10282,C1,D2,R0,C2,D2,R0,C1,D0,R0,C1,D2,R0,
10283-1,C2,D0,R0,C1,D0,R0,C2,D0,R0,C2,D0,R0,
10283-2,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
10284-1,C1,D3,R0,C1,D2,R0,C2,D2,R0,C1,D2,R0,
10284-2,C1,D3,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10284-3,C1,D3,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10285-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10285-2,C1,D2,R0,C1,D2,R0,C2,D2,R0,C1,D2,R0,
10285-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10286-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10286-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10287,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10288-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10289-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10289-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1029,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10290,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10291-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10291-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10292,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10293,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10294,C1,D2,R0,C1,D2,R0,C0,D2,R0,C1,D2,R0,
10295,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10296,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
10297-1,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10297-2,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10298,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
10299-1,C1,D3,R0,C1,D3,R0,C2,D3,R0,C1,D3,R0,
10299-2,C1,D3,R0,C1,D3,R0,C2,D3,R0,C1,D3,R0,
103,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
1030,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10300,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10301,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10302,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
10303,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10304-1,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10304-2,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10305,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10306,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
10307,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
10308,C0,D3,R0,C1,D2,R0,C0,D3,R0,C0,D3,R0,
10309,C1,D2,R0,C1,D1,R0,C1,D2,R0,C1,D2,R0,
1031-1,C2,D0,R0,C1,D0,R0,C2,D0,R0,C2,D0,R0,
1031-2,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10310-1,C1,D3,R0,C1,D3,R2,C1,D2,R2,C1,D3,R2,
10310-2,C1,D3,R0,C1,D3,R2,C1,D2,R2,C1,D3,R2,
10311,C1,D3,R0,C1,D3,R2,C1,D2,R2,C1,D3,R2,
10312,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10313,C1,D3,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10314,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10315,C1,D3,R0,C1,D3,R2,C1,D2,R2,C1,D3,R2,
10316,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
10317,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10318,C1,D2,R0,C1,D3,R0,C1,D2,R0,C1,D2,R0,
10319-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10319-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1032,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10320-1,C1,D3,R0,C1,D3,R0,C1,D2,R0,C1,D3,R0,
10320-2,C1,D3,R0,C1,D3,R0,C1,D2,R0,C1,D3,R0,
10321-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10321-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10321-3,C1,D3,R0,C0,D2,R0,C1,D3,R0,C1,D3,R0,
10322-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10322-2,C1,D3,R0,C0,D2,R0,C1,D3,R0,C1,D3,R0,
10323,C1,D0,R0,C2,D0,R0,C1,D0,R0,C1,D0,R0,
10324,C1,D3,R0,C1,D3,R2,C1,D2,R2,C1,D3,R2,
10325,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10326,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10327,C1,D2,R0,C1,D3,R0,C1,D2,R0,C1,D2,R0,
10328,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10329,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1033,C2,D0,R0,C1,D0,R2,C2,D0,R0,C2,D0,R0,
10330,C1,D3,R0,C1,D3,R2,C1,D2,R2,C1,D3,R2,
10331,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10332-1,C1,D2,R0,C1,D3,R2,C1,D2,R2,C1,D2,R2,
10332-2,C1,D2,R0,C1,D3,R2,C1,D2,R2,C1,D2,R2,
10333,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10335,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10337,C1,D3,R0,C1,D3,R0,C1,D2,R0,C1,D3,R0,
10338,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10339,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1034,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10340,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10342-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10342-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10343,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10345,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10348,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10349-1,C1,D1,R0,C2,D1,R0,C1,D1,R0,C1,D1,R0,
10349-2,C1,D1,R0,C1,D2,R0,C1,D1,R0,C1,D1,R0,
1035,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10350-1,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10350-2,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10351,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10352-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10352-2,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10353,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10354-1,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10354-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10355-1,C0,D2,R0,C0,D2,R0,C1,D2,R0,C0,D2,R0,
10355-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10355-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10356-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10356-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10357-1,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10357-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10358-1,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
10358-2,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
10359,C0,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1036,C2,D0,R0,C2,D0,R2,C2,D0,R0,C2,D0,R0,
10361,C2,D3,R0,C2,D3,R0,C2,D2,R0,C2,D3,R0,
10362,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
10363,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10364-1,C2,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
10364-2,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10365-1,C0,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10365-2,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10402,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10403-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10403-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10404-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10404-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10404-3,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10405-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10405-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10406,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
10407-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10407-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10410,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10412,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10425,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10427,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
10428,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10433,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10468-1,C1,D2,R0,C1,D3,R2,C1,D2,R2,C1,D2,R2,
10468-2,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
10469,C1,D1,R0,C1,D1,R2,C1,D1,R2,C1,D1,R2,
10470,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10471-1,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10471-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10472,C1,D2,R0,C1,D1,R2,C1,D2,R2,C1,D2,R2,
10473,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10474-1,C1,D1,R0,C1,D1,R2,C1,D1,R2,C1,D1,R2,
10474-2,C1,D1,R0,C1,D1,R2,C1,D1,R2,C1,D1,R2,
10475,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
10476,C0,D0,R0,C0,D0,R0,C1,D0,R0,C0,D0,R0,
10477-1,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
10477-2,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
10478,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
10479-1,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10479-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10480,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10481,C2,D3,R0,C2,D3,R0,C2,D3,R2,C2,D3,R0,
10482-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10482-2,C0,D0,R0,C0,D2,R0,C1,D2,R0,C0,D2,R0,
10483,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
10484,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
10485,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
10486,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10487-1,C0,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10487-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10489,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
10490,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10491-1,C2,D1,R0,C2,D1,R2,C2,D1,R2,C2,D1,R2,
10492-1,C2,D2,R0,C2,D2,R0,C2,D2,R2,C2,D2,R0,
10492-2,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
10493,C1,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
10494,C1,D1,R0,C1,D1,R1,C1,D1,R1,C1,D1,R1,
10495,C1,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
10496,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
10497,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
10498-1,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10498-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10499,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
105-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
105-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
10500,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10501,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
10502,C1,D1,R0,C1,D1,R1,C1,D1,R1,C1,D1,R1,
10503,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
10504,C2,D1,R0,C2,D1,R1,C2,D1,R1,C2,D1,R1,
10505,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
10506,C2,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
10507,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
10508,C0,D2,R0,C0,D2,R1,C0,D2,R1,C0,D2,R1,
10509-1,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10509-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10510,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
10511,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
10512,C2,D3,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
10513,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10514,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
10515,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10516,C2,D1,R2,C2,D2,R2,C2,D1,R2,C2,D1,R2,
10517,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
10518,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
10519,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10520-1,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
10520-2,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
10521,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
10522,C1,D2,R2,C2,D2,R2,C1,D2,R2,C1,D2,R2,
10523,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10524-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10524-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10525,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10526-1,C2,D3,R0,C2,D2,R0,C2,D3,R0,C2,D3,R0,
10526-2,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
10527,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10528,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10529,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10530,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10531,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10532,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
10533,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
10534,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10535,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
10536-1,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10536-2,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
10537,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10538-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10538-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10539-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10539-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10540-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10540-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10541,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10542,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
10543,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10544,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
10562,C1,D4,R3,C1,D4,R3,C1,D4,R3,C1,D4,R3,
10564,C1,D4,R3,C1,D4,R3,C1,D4,R3,C1,D4,R3,
10565,C1,D0,R3,C1,D2,R3,C1,D0,R3,C1,D0,R3,
10566,C2,D4,R3,C2,D4,R3,C2,D4,R3,C2,D4,R3,
10567,C1,D4,R3,C1,D1,R3,C1,D4,R3,C1,D4,R3,
10568,C1,D4,R3,C1,D4,R3,C1,D4,R3,C1,D4,R3,
10569,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
10570,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10571,C1,D1,R3,C1,D1,R3,C1,D1,R3,C1,D1,R3,
10572,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10573,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10574,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10575,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10576,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10577,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10578,C0,D0,R0,C1,D0,R3,C0,D0,R0,C0,D0,R0,
10579,C1,D0,R1,C1,D0,R3,C1,D0,R1,C1,D0,R1,
10580,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10581-1,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
10581-2,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
10582,C2,D4,R3,C2,D4,R3,C2,D4,R3,C2,D4,R3,
10583,C3,D4,R3,C3,D4,R3,C3,D4,R3,C3,D4,R3,
10584,C3,D4,R3,C3,D4,R3,C3,D4,R3,C3,D4,R3,
10586-1,C2,D0,R3,C2,D2,R3,C2,D0,R3,C2,D0,R3,
10586-2,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10587,C1,D2,R3,C1,D2,R3,C2,D2,R3,C1,D2,R3,
10588,C1,D0,R3,C1,D1,R3,C1,D0,R3,C1,D0,R3,
10589,C2,D4,R3,C3,D4,R3,C2,D4,R3,C2,D4,R3,
10590,C1,D1,R3,C1,R3,R0,C1,D1,R3,C1,D1,R3,
10591,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10592,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10593,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10594,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10595,C1,D4,R3,C1,D4,R3,C1,D4,R3,C1,D4,R3,
10596,C1,D1,R3,C1,D1,R3,C1,D1,R3,C1,D1,R3,
10597,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10598,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10599,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
106,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
1060,C2,D0,R0,C2,D0,R0,C2,,,C2,D0,R0,
10600,C0,D0,R3,C0,D0,R3,C0,D0,R3,C0,D0,R3,
10601,C1,D0,R2,C1,D0,R2,C1,D0,R2,C1,D0,R2,
10602,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
10604,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10605,C1,D4,R3,C1,D4,R3,C1,D4,R3,C1,D4,R3,
10606,C2,D3,R1,C3,D4,R1,C2,D3,R1,C2,D3,R1,
10607,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10608-1,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
10608-2,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
10609,C3,D1,R3,C3,D1,R3,C3,D1,R3,C3,D1,R3,
10610-1,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10610-2,C1,D0,R3,C1,D0,R3,C1,D0,R3,C1,D0,R3,
10613,C1,D3,R2,C2,D3,R2,C2,D1,R2,C2,D3,R2,
10614,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
10615,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
10616,C1,D1,R2,C2,D2,R2,C2,D1,R2,C2,D1,R2,
10617,C1,D0,R2,C1,D2,R2,C1,D0,R2,C1,D0,R2,
10618,C2,D0,R2,C2,D0,R2,C2,D0,R1,C2,D0,R2,
10619,C1,D0,R2,C1,D0,R2,C2,D0,R2,C1,D0,R2,
10620,C1,D0,R2,C1,D0,R2,C2,D0,R2,C1,D0,R2,
