task_id,sonnet_C,sonnet_C_ir,gpt_C,gpt_C_ir,gemini_C,gemini_C_ir,consensus_C,consensus_C_method,sonnet_D,sonnet_D_ir,gpt_D,gpt_D_ir,gemini_D,gemini_D_ir,consensus_D,consensus_D_method,sonnet_R,sonnet_R_ir,gpt_R,gpt_R_ir,gemini_R,gemini_R_ir,consensus_R,consensus_R_method,dispute_axes
10105,C1,C1,C2,C2,C1,C2,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10106,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10107-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10107-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10107-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10108,C1,C2,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10109-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10109-2,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1011,C2,C2,C2,C2,C2,C1,C2,unanimous,D1,D0,D1,D1,D0,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10110,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10111-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D1,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10111-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10112-1,C1,C0,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10112-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10113,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10114,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10115-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D2,D2,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10115-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10115-3,C0,C0,C0,C0,C0,C1,C0,unanimous,D1,D1,D1,D0,D0,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10116-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10116-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10117,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10118-1,C0,C0,C1,C1,C1,C1,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10118-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10119-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10119-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
1012-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D0,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
1012-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D0,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10120,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10121,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10122,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10123,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D3,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10124,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10126,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10127,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10128,C0,C0,C0,C1,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10129,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
1013-1,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1013-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10130,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10131,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
10132,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10134-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D2,D2,D2,majority,R0,R0,R0,R1,R0,R0,R0,unanimous,
10134-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D2,D2,D2,majority,R0,R0,R0,R1,R0,R0,R0,unanimous,
10135-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10135-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10136-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D2,D2,D2,majority,R0,R0,R0,R2,R0,R0,R0,unanimous,
10136-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10137,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10138-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10138-2,C0,C0,C1,C1,C0,C1,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10138-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
10139,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
1014-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D0,D1,D1,D0,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
1014-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D0,D1,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10140,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10141-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10141-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10142,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10143,C2,C2,C2,C2,C2,C1,C2,unanimous,D1,D1,D2,D2,D1,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10144,C1,C1,C1,C2,C2,C1,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10145-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10145-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10146,C2,C2,C2,C2,C2,C1,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10147-1,C1,C2,C1,C1,C2,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10147-2,C1,C2,C1,C1,C2,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10148,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10149-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10149-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10149-3,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1015,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D0,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10150,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10151-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10151-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10152,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10153,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10154,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10155,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10156-1,C2,C2,C2,C2,C2,C1,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10156-2,C2,C2,C2,C2,C2,C1,C2,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10156-3,C1,C2,C1,C1,C2,C0,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10157,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D2,D2,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10158-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D0,D0,D0,D3,D0,D0,D0,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10158-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10159,C1,C1,C2,C2,C2,C1,C2,majority,D4,D3,D3,D4,D3,D3,D3,majority,R0,R0,R1,R1,R0,R0,R0,majority,
1016-1,C1,C1,C2,C2,C1,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
1016-2,C2,C2,C2,C2,C1,C1,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
10160,C0,C0,C0,C1,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10161,C1,C1,C2,C2,C2,C1,C2,majority,D3,D2,D3,D4,D3,D3,D3,unanimous,R3,R0,R3,R3,R2,R3,R3,majority,
10162,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10163-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10163-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10163-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10164,C1,C1,C2,C2,C2,C2,C2,majority,D1,D1,D1,D3,D1,D1,D1,unanimous,R0,R0,R2,R2,R0,R0,R0,majority,
10165-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10165-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10165-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10166,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10167,C1,C1,C2,C2,C2,C1,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10168-1,C1,C1,C1,C1,C0,C0,C1,majority,D3,D2,D3,D3,D3,D3,D3,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10168-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10168-3,C1,C1,C0,C0,C1,C1,C1,majority,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10169,C1,C1,C2,C2,C2,C1,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
1017,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D0,D1,D1,D0,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10170,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D1,D1,D1,D1,D1,majority,R0,R0,R1,R1,R0,R0,R0,majority,
10171,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D3,D3,D3,majority,R0,R0,R1,R1,R0,R0,R0,majority,
10172,C1,C1,C1,C1,C0,C0,C1,majority,D3,D2,D3,D3,D3,D3,D3,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10173,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10174-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10174-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10175,C1,C2,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10176,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10177,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10178-1,C0,C0,C1,C1,C1,C0,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10178-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10179,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1018,C2,C2,C1,C1,C2,C1,C2,majority,D0,D0,D0,D1,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10180-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10180-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D3,D2,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10181,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10182-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10182-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10183-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10183-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10184,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10185,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10186-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10186-2,C1,C1,C1,C1,,,C1,unanimous,D0,D0,D0,D0,,,D0,unanimous,R0,R0,R0,R0,,,R0,unanimous,
10187,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10188,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10189-1,C0,C0,C0,C0,C1,C1,C0,majority,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10189-2,C1,C1,C1,C0,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1019,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10190-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D2,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10190-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D2,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10190-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D3,D3,D3,D2,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10191-1,C0,C0,C0,C1,C1,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10191-2,C0,C0,C0,C1,C1,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10192,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10193,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D3,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10194,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R1,R1,R0,R0,R0,majority,
10195-1,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D2,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10195-2,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D2,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10195-3,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D2,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10196-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10196-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10197-1,C0,C0,C1,C1,C1,C1,C1,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10197-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10197-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10198-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10198-2,C1,C1,C2,C2,C2,C2,C2,majority,D3,D2,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10199,C0,C0,C1,C0,C1,C1,C1,majority,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
102,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1020,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10200-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D0,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10200-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10203-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D0,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10203-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10206,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10207,C2,C2,C2,C2,C2,C1,C2,unanimous,D1,D1,D2,D2,D2,D1,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
10208-1,C1,C2,C2,C2,C2,C1,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10208-2,C2,C2,C2,C2,C2,C1,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10209-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10209-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1021-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
1021-2,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
10210,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
